Book-Title,ISBN,Book-Author,Year-Of-Publication,Avg-rating,description,page,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
The General's Daughter,446513067,Nelson DeMille,1992,4.1,"Captain Ann Campbell is a West Point graduate, the daughter of legendary General ""Fighting Joe"" Campbell. She is the pride of Fort Hadley until, one morning, her body is found, naked and bound, on the firing range.

Paul Brenner is a member of the Army's elite undercover investigative unit and the man in charge of this politically explosive case. Teamed with rape specialist Cynthia Sunhill, with whom he once had a tempestuous, doomed affair, Brenner is about to learn just how many people were sexually, emotionally, and dangerously involved with the Army's ""golden girl."" And how the neatly pressed uniforms and honor codes of the military hide a corruption as rank as Ann Campbell's shocking secret life.",464,Warner Books,http://images.amazon.com/images/P/0446513067.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446513067.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446513067.01.LZZZZZZZ.jpg
The Genesis Code,345422317,John Case,1998,3.85,"A phone call in the dead of night brings Joe Lassiter shattering news. His sister and young nephew have died in a fire in their home near Washington, D.C. Yet Lassiter soon learns a chilling fact: His loved ones were brutally murdered before the blaze was set. . . .The mysterious suspect's identity only raises more questions. Then Lassiter uncovers another crime--another innocent mother and child murdered. The more he unearths, the larger the web of conspiracy grows, as his search for answers leads him on a dangerous international chase toward a truth that will shock him--and the world--to the very bone. . . .From the Paperback edition.",448,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.LZZZZZZZ.jpg
The Gift,440221315,DANIELLE STEEL,1996,3.97,"On a June day, a young woman in a summer dress steps off a Chicago-bound bus into a small midwestern town. She doesn't intend to stay. She is just passing through. Yet her stopping here has a reason and it is part of a story that you will never forget.

The time is the 1950s, when life was simpler, people still believed in dreams, and family was, very nearly, everything. The place is a small midwestern town with a high school and a downtown, a skating pond and a movie house. And on a tree-lined street in the heartland of America, an extraordinary set of events begins to unfold. And gradually what seems serendipitous is tinged with purpose. A happy home is shattered by a child's senseless death. A loving marriage starts to unravel. And a stranger arrivesóa young woman who will touch many lives before she moves on. She and a young man will meet and fall in love. Their love, so innocent and full of hope, helps to restore a family's dreams. And all of their lives will be changed forever by the precious gift she leaves them.

The Gift, Danielle Steel's thirty-third best-selling work, is a magical story told with stunning simplicity and power. It reveals a relationship so moving it will take your breath away. And it tells a haunting and beautiful truth about the unpredictabilityóand the wonderóof life.",275,Dell,http://images.amazon.com/images/P/0440221315.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.LZZZZZZZ.jpg
The Girl Who Loved Tom Gordon,671042858,Stephen King,2000,3.61,"Nine-year-old Trisha McFarland strays from the path while she and her recently divorced mother and brother take a hike along a branch of the Appalachian Trail. Lost for days, wandering farther and farther astray, Trisha has only her portable radio for comfort. A huge fan of Tom Gordon, a Boston Red Sox relief pitcher, she listens to baseball games and fantasizes that her hero will save her. Nature isn't her only adversary, though - something dangerous may be tracking Trisha through the dark woods.",264,Pocket,http://images.amazon.com/images/P/0671042858.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg
The Girls' Guide to Hunting and Fishing,140293248,Melissa Bank,2000,3.33,"Generous-hearted and wickedly insightful, The Girls' Guide to Hunting and Fishing maps the progress of Jane Rosenal as she sets out on a personal and spirited expedition through the perilous terrain of sex, love, and relationships as well as the treacherous waters of the workplace. With an unforgettable comic touch, Bank skillfully teases out issues of the heart, puts a new spin on the mating dance, and captures in perfect pitch what it's like to be a young woman coming of age in America today.",288,Penguin Books,http://images.amazon.com/images/P/0140293248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg
The Giver (21st Century Reference),440219078,LOIS LOWRY,1994,4.13,Twelve-year-old Jonas lives in a seemingly ideal world. Not until he is given his life assignment as the Receiver does he begin to understand the dark secrets behind this fragile community.,208,Laure Leaf,http://images.amazon.com/images/P/0440219078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440219078.01.LZZZZZZZ.jpg
The Glass Lake,440221595,Maeve Binchy,1996,3.97,"Night after night the beautiful woman walked beside the serene waters of Lough Glass. Until the day she disappeared, leaving only a boat drifting upside down on the unfathomable lake that gave the town its name. Ravishing Helen McMahon, the Dubliner with film-star looks and unfulfilled dreams, never belonged in Lough Glass, not the way her genial pharmacist-husband Martin belonged, or their spirited daughter Kit. Suddenly, she is gone and Kit is haunted by the memory of her mother, seen through a window, alone at the kitchen table, tears streaming down her face. Now Kit, too, has secrets: of the night she discovered a letter on Martinís pillow and burned it, unopened. The night her mother was lost. The night everything changed foreverÖ",704,Dell,http://images.amazon.com/images/P/0440221595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg
The God of Small Things,60977493,Arundhati Roy,1998,3.94,"The year is 1969. In the state of Kerala, on the southernmost tip of India, a skyblue Plymouth with chrome tailfins is stranded on the highway amid a Marxist workers' demonstration. Inside the car sit two-egg twins Rahel and Esthappen, and so begins their tale. . . .Armed only with the invincible innocence of children, they fashion a childhood for themselves in the shade of the wreck that is their family--their lonely, lovely mother, Ammu (who loves by night the man her children love by day), their blind grandmother, Mammachi (who plays Handel on her violin), their beloved uncle Chacko (Rhodes scholar, pickle baron, radical Marxist, bottom-pincher), their enemy, Baby Kochamma (ex-nun and incumbent grandaunt), and the ghost of an imperial entomologist's moth (with unusually dense dorsal tufts).When their English cousin, Sophie Mol, and her mother, Margaret Kochamma, arrive on a Christmas visit, Esthappen and Rahel learn that Things Can Change in a Day. That lives can twist into new, ugly shapes, even cease forever, beside their river ""graygreen."" With fish in it. With the sky and trees in it. And at night, the broken yellow moon in it.The brilliantly plotted story uncoils with an agonizing sense of foreboding and inevitability. Yet nothing prepares you for what lies at the heart of it.The God of Small Things takes on the Big Themes--Love. Madness. Hope. Infinite Joy. Here is a writer who dares to break the rules. To dislocate received rhythms and create the language she requires, a language that is at once classical and unprecedented. Arundhati Roy has given us a book that is anchored to anguish, but fueled by wit and magic. --front flap",340,Perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg
"The Golden Compass (His Dark Materials, Book 1)",037582345X,PHILIP PULLMAN,2002,3.99,"Lyra is rushing to the cold, far North, where witch clans and armored bears rule. North, where the Gobblers take the children they steal--including her friend Roger. North, where her fearsome uncle Asriel is trying to build a bridge to a parallel world.Can one small girl make a difference in such great and terrible endeavors? This is Lyra: a savage, a schemer, a liar, and as fierce and true a champion as Roger or Asriel could want--but what Lyra doesn't know is that to help one of them will be to betray the other.",399,Knopf Books for Young Readers,http://images.amazon.com/images/P/037582345X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037582345X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037582345X.01.LZZZZZZZ.jpg
The Great Gatsby,185326041X,F. Scott Fitzgerald,1999,3.92,"Alternate Cover Edition ISBN: 0743273567 (ISBN13: 9780743273565)The Great Gatsby, F. Scott Fitzgerald's third book, stands as the supreme achievement of his career. This exemplary novel of the Jazz Age has been acclaimed by generations of readers. The story is of the fabulously wealthy Jay Gatsby and his new love for the beautiful Daisy Buchanan, of lavish parties on Long Island at a time when The New York Times noted ""gin was the national drink and sex the national obsession,"" it is an exquisitely crafted tale of America in the 1920s.The Great Gatsby is one of the great classics of twentieth-century literature.(back cover)",200,Lb May &amp; Assoc Inc,http://images.amazon.com/images/P/185326041X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185326041X.01.LZZZZZZZ.jpg
The Green Mile,671032658,Stephen King,1999,4.45,"When it first appeared, one volume per month, Stephen King's THE GREEN MILE was an unprecedented publishing triumph: all six volumes ended up on the New York Times bestseller lists‚Äîsimultaneously‚Äîand delighted millions of fans the world over.Welcome to Cold Mountain Penitentiary, home to the Depression-worn men of E Block. Convicted killers all, each awaits his turn to walk the Green Mile, keeping a date with ""Old Sparky,"" Cold Mountain's electric chair. Prison guard Paul Edgecombe has seen his share of oddities in his years working the Mile. But he's never seen anyone like John Coffey, a man with the body of a giant and the mind of a child, condemned for a crime terrifying in its violence and shocking in its depravity. In this place of ultimate retribution, Edgecombe is about to discover the terrible, wondrous truth about Coffey, a truth that will challenge his most cherished beliefes... and yours.",592,Pocket,http://images.amazon.com/images/P/0671032658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671032658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671032658.01.LZZZZZZZ.jpg
